	disease	gene	class	score
11498	MESH:D005923	973	1	0.2692509443920825
4804	MESH:D003924	3290	1	0.2692467852654652
3682	MESH:D006258	7298	1	0.2692344275589097
7786	MESH:D010300	441549	1	0.2691287627227388
8291	MESH:D006973	1471	1	0.2691229779977362
1609	MESH:D001943	5744	1	0.2690006456873008
4103	MESH:D008545	3814	1	0.26898554624645155
941	MESH:D010190	4313	1	0.26898135572360915
7579	MESH:D000544	23237	1	0.2689253425596951
21959	MESH:D003922	79068	0	0.2689011637106373
10887	MESH:D001321	23191	1	0.2688365952330055
6454	MESH:D008180	3146	1	0.2688352045817926
750	MESH:D007680	4286	1	0.26882942770758617
11834	MESH:D000163	3106	1	0.2688286367023673
9945	MESH:D004827	1641	1	0.2687726667035372
11152	MESH:D054990	729238	1	0.2686787697302536
242	MESH:D019337	4170	1	0.2686661248558914
7294	MESH:D012559	9575	1	0.2686268716190619
313	MESH:D019337	5781	1	0.268623297167316
5254	MESH:D001172	718	1	0.26860915994885803
4107	MESH:D008545	3958	1	0.26860195291744504
1938	MESH:D005910	4436	1	0.2685763751218304
18409	MESH:D008105	54474	0	0.268520419094217
11326	MESH:D010195	5651	1	0.2685188816889668
1411	MESH:D001943	1869	1	0.2685175951754869
2688	MESH:D011471	5328	1	0.26848363067928266
4623	MESH:D009103	3663	1	0.2684474011944899
1705	MESH:D001943	8648	1	0.2683678060764957
634	MESH:D001932	23532	1	0.26834688302742354
11075	MESH:D009290	27348	1	0.2683365858022159
2707	MESH:D011471	5652	1	0.2683291706526121
545	MESH:D019337	327657	1	0.26832271930212753
1041	MESH:D012878	4292	1	0.2682946770930601
9319	MESH:D010024	9365	1	0.2682579095323602
9258	MESH:D010024	1588	1	0.268256534388064
6165	MESH:D009765	5054	1	0.2682408218817128
1325	MESH:D001943	238	1	0.26823993019221515
7183	MESH:D012559	2572	1	0.2682048808775727
17394	MESH:D000740	3439	0	0.26820204890152993
117	MESH:D019337	1437	1	0.2681197974468469
7672	MESH:D010300	1812	1	0.268114276243053
10766	MESH:D001321	3351	1	0.26802737915109426
2672	MESH:D011471	5074	1	0.2680203631143173
1593	MESH:D001943	5300	1	0.2679853645698807
1703	MESH:D001943	8600	1	0.2679620708676648
20877	MESH:D013274	6241	0	0.2679543252700985
1548	MESH:D001943	4313	1	0.26792681830660564
7	MESH:D019337	238	1	0.2679188782768347
7480	MESH:D000544	2931	1	0.2678223622532497
18030	MESH:D001650	5290	0	0.2678090540941287
17375	MESH:D011471	81606	0	0.26776445738897336
482	MESH:D019337	50943	1	0.2677559925392696
10300	MESH:D006509	3455	1	0.2677175852378967
9605	MESH:D005922	8710	1	0.2677164907522869
6690	MESH:D008105	4283	1	0.2677146189804279
13993	MESH:D001172	4973	0	0.2677035132243314
8712	MESH:D012595	6775	1	0.267687140073842
415	MESH:D019337	8915	1	0.2676794831369226
8849	MESH:D005901	4016	1	0.2676139708176208
10461	MESH:D007676	1401	1	0.2675079494388161
17328	MESH:D013274	6664	0	0.26749314544595604
22156	MESH:D013274	3091	0	0.2674839584409545
21977	MESH:D013274	3091	0	0.2674839584409545
20349	MESH:D013274	3091	0	0.2674839584409545
8271	MESH:D006973	1071	1	0.2674668202356209
1199	MESH:D010051	3265	1	0.2674509055002305
1492	MESH:D001943	3265	1	0.2674242205077829
393	MESH:D019337	8028	1	0.2673779032690493
7573	MESH:D000544	10858	1	0.26727292574325506
2786	MESH:D011471	7421	1	0.26724883459935944
4014	MESH:D008545	1028	1	0.2672209212805768
1937	MESH:D005910	4318	1	0.2671924113562195
5399	MESH:D001172	6696	1	0.2670460053179301
11634	MESH:D000740	3043	1	0.26702353608172313
11475	MESH:D010040	1277	1	0.2669818482819499
5404	MESH:D001172	7040	1	0.26697624215670607
2223	MESH:D004938	3872	1	0.2669215437250759
4085	MESH:D008545	3458	1	0.2668819767162881
6406	MESH:D008180	356	1	0.2668453550500553
284	MESH:D019337	5159	1	0.26684481162332563
13489	MESH:D011085	5618	0	0.2668200840953698
1046	MESH:D012878	5429	1	0.2667962460761338
2816	MESH:D011471	8754	1	0.2667799950925622
716	MESH:D007680	2705	1	0.26677873246434364
261	MESH:D019337	4582	1	0.2667333250611925
3801	MESH:D003110	5243	1	0.2666555930624384
5115	MESH:D003922	920	1	0.2666550988155729
3061	MESH:D013274	3265	1	0.2666518826938528
17191	MESH:D008545	2272	0	0.2666366306446578
14754	MESH:D006973	7827	0	0.2665974010119984
10917	MESH:D001321	64324	1	0.26658717165032336
434	MESH:D019337	10113	1	0.266570360329108
18060	MESH:D005922	11093	0	0.2665424277787537
7456	MESH:D000544	1471	1	0.26643312723844786
9256	MESH:D010024	1278	1	0.26635902125943817
7474	MESH:D000544	2670	1	0.2663440593852887
21692	MESH:D008545	7022	0	0.26634003434691245
6113	MESH:D009765	3375	1	0.2663194456803301
10293	MESH:D006509	3115	1	0.2663188365067331
15940	MESH:D011471	10188	0	0.26630833382650804
1520	MESH:D001943	3852	1	0.2662872780190273
10278	MESH:D006509	959	1	0.26621784394656645
11622	MESH:D000740	2694	1	0.2662141239624804
4054	MESH:D008545	2194	1	0.2661859340981311
9195	MESH:D050197	7124	1	0.26618583051593675
885	MESH:D010190	675	1	0.26618344627362944
20967	MESH:D008545	8289	0	0.26617538562269866
2865	MESH:D011471	11009	1	0.2661149187082725
2791	MESH:D011471	7486	1	0.2660835034813958
7056	MESH:D001249	6036	1	0.26604780665171635
2297	MESH:D004938	27086	1	0.2660248592668879
10302	MESH:D006509	3458	1	0.2660023712639887
10627	MESH:D016640	3953	1	0.2659727412852175
7858	MESH:D003876	162514	1	0.2659718540826366
4205	MESH:D008545	7474	1	0.2659358989153049
1007	MESH:D010190	23436	1	0.2659150293556489
5023	MESH:D003093	3593	1	0.2658707626072556
18592	MESH:D008180	8651	0	0.26583700266035243
18566	MESH:D003866	1401	0	0.26583356755257825
7283	MESH:D012559	7976	1	0.26577955100877754
12563	MESH:D007680	2168	0	0.2657229022931753
987	MESH:D010190	7040	1	0.2656824803692325
18402	MESH:D013274	3481	0	0.2655612614163982
10024	MESH:D004827	3766	1	0.2655416390433598
2063	MESH:D014594	4292	1	0.26550893327133795
19971	MESH:D007680	4194	0	0.2655030130682878
12461	MESH:D005910	259266	0	0.2654506000123157
3779	MESH:D003110	1044	1	0.2654422449927666
10402	MESH:D029424	9370	1	0.2654350982843826
16321	MESH:D013274	51750	0	0.2654344530920725
19890	MESH:D003093	3898	0	0.2653993116598425
7132	MESH:D001249	387129	1	0.2653986547695705
3377	MESH:D001749	10979	1	0.26535859363600056
6848	MESH:D024821	2678	1	0.2653440170622926
12678	MESH:D010051	1869	0	0.26518398681444705
6080	MESH:D009765	2691	1	0.2651384481174469
208	MESH:D019337	3559	1	0.26510563696577
1743	MESH:D001943	10499	1	0.2650768347767614
3581	MESH:D008113	7157	1	0.2650748563408561
11241	MESH:D003866	4128	1	0.2650184906591564
11980	MESH:D008113	4144	0	0.2649502879547189
7054	MESH:D001249	5729	1	0.2649247311161249
2196	MESH:D004938	1545	1	0.26491749061977954
18904	MESH:D001749	54894	0	0.26490981929120194
18547	MESH:D014594	675	0	0.264889582293186
20408	MESH:D011471	55294	0	0.2648879100965415
6756	MESH:D014820	22861	1	0.2648853256415257
21191	MESH:D050197	6720	0	0.2648702041898966
6109	MESH:D009765	3291	1	0.2648693712452641
10084	MESH:D004827	5649	1	0.2648608476056091
21555	MESH:D010190	5036	0	0.26485325712090985
2882	MESH:D011471	25818	1	0.26480939147847643
426	MESH:D019337	9734	1	0.2647489186227924
7767	MESH:D010300	25793	1	0.2647279939732207
14762	MESH:D015209	6794	0	0.2647172207838407
5352	MESH:D001172	4312	1	0.26469344819377144
13097	MESH:D011471	6615	0	0.26469075260711
3343	MESH:D001749	6241	1	0.2646423821778145
4247	MESH:D008545	22914	1	0.26462067367985354
9227	MESH:D050197	729230	1	0.2645844924298933
1959	MESH:D005910	5371	1	0.2645562444343388
9141	MESH:D050197	3952	1	0.2645511913040002
7913	MESH:D001714	5999	1	0.2645491883632533
11821	MESH:D016584	387129	1	0.2645236637567258
21756	MESH:D011471	4286	0	0.2645125137029208
889	MESH:D010190	887	1	0.2645107191176423
3981	MESH:D008545	207	1	0.26447580348433186
973	MESH:D010190	6615	1	0.2644479470246792
4138	MESH:D008545	4851	1	0.2644469913980017
184	MESH:D019337	3106	1	0.26441877818003
1644	MESH:D001943	6615	1	0.26435602812025705
7592	MESH:D000544	29979	1	0.2642370876947646
605	MESH:D001932	6598	1	0.26419455658304125
1240	MESH:D010051	5892	1	0.26416255839884745
10727	MESH:D001321	1814	1	0.2641380917558285
11073	MESH:D009290	11255	1	0.2640482602716903
3588	MESH:D008113	8842	1	0.2640075199829899
4839	MESH:D003924	4524	1	0.26399767113136297
12538	MESH:D013274	3791	0	0.2639724884286565
1444	MESH:D001943	2249	1	0.2639706958879251
2892	MESH:D011471	27232	1	0.2639666095525149
11235	MESH:D003866	3350	1	0.26395443366741955
11674	MESH:D000740	4891	1	0.2639536182933752
6281	MESH:D009765	23216	1	0.2639439183993436
6429	MESH:D008180	1234	1	0.2639038684597095
6431	MESH:D008180	1380	1	0.2638963888495314
3538	MESH:D008113	3855	1	0.2638918427549135
3500	MESH:D008113	1543	1	0.2638504212778324
5405	MESH:D001172	7076	1	0.26384254548681363
15452	MESH:D011471	5795	0	0.2638182771198069
6664	MESH:D008105	973	1	0.2638161943906067
11532	MESH:D005923	26762	1	0.2637929298903167
10875	MESH:D001321	9379	1	0.2637156139186014
904	MESH:D010190	1950	1	0.26370783789301744
2654	MESH:D011471	4507	1	0.26369697613784704
6400	MESH:D002446	100507436	1	0.26368466803602564
3376	MESH:D001749	10735	1	0.2636148954106851
6867	MESH:D024821	4544	1	0.26361108440102393
13880	MESH:D001749	1647	0	0.2635791380815925
7510	MESH:D000544	4504	1	0.263568095194438
3349	MESH:D001749	6648	1	0.26355756066976976
1249	MESH:D010051	6774	1	0.26355409875928204
3770	MESH:D003110	595	1	0.2635282048819652
1243	MESH:D010051	6513	1	0.26343557572952403
10892	MESH:D001321	26053	1	0.2634192379463341
9156	MESH:D050197	4864	1	0.2633665919682883
7157	MESH:D012559	1268	1	0.26326369947355904
1533	MESH:D001943	4046	1	0.26325134360348873
198	MESH:D019337	3394	1	0.2632219106340947
2372	MESH:D012468	6664	1	0.26316780650018257
13375	MESH:D008577	1499	0	0.2631564507888384
9147	MESH:D050197	4313	1	0.2630575454113175
6741	MESH:D014820	2315	1	0.2629985728850805
507	MESH:D019337	57410	1	0.26297654454727554
1471	MESH:D001943	2950	1	0.2629301216824769
3577	MESH:D008113	7039	1	0.2629243185315809
819	MESH:D007680	9589	1	0.26289026474708915
12544	MESH:D001943	57167	0	0.2628661767072154
13832	MESH:D012595	7490	0	0.2628407448052673
2584	MESH:D011471	2950	1	0.2628384458269942
8900	MESH:D005901	26508	1	0.26277129581501263
8327	MESH:D006973	2056	1	0.26276566136073537
6852	MESH:D024821	3156	1	0.2626480990010357
6145	MESH:D009765	4524	1	0.2626076989513752
15953	MESH:D013274	682	0	0.2625794451314749
4700	MESH:D009103	84894	1	0.26253272978243664
9379	MESH:D007037	169792	1	0.2624578796775215
13069	MESH:D008545	6091	0	0.26245631831758764
2051	MESH:D014594	3206	1	0.262447667737983
10397	MESH:D029424	7139	1	0.2624209000866957
439	MESH:D019337	10563	1	0.2623950592841482
3356	MESH:D001749	7248	1	0.2623599163600898
10075	MESH:D004827	5428	1	0.2623292428519196
10932	MESH:D001321	152330	1	0.2622873084787842
9096	MESH:D050197	1191	1	0.26228285130489115
3595	MESH:D008113	10397	1	0.26227525927694
2948	MESH:D011471	81567	1	0.26218780685604554
2288	MESH:D004938	11200	1	0.2621610045451521
9152	MESH:D050197	4524	1	0.2621524558125857
9101	MESH:D050197	1524	1	0.26212175372698016
20504	MESH:D001943	5723	0	0.2620707181443141
9146	MESH:D050197	4312	1	0.2620692502351601
2261	MESH:D004938	6876	1	0.26204962102133844
21105	MESH:D003110	4763	0	0.2620229825085106
15950	MESH:D001943	3717	0	0.2620119637767398
1597	MESH:D001943	5329	1	0.26198370640834906
9994	MESH:D004827	2904	1	0.2619641777247656
3789	MESH:D003110	3265	1	0.2619618910260685
6524	MESH:D008180	10758	1	0.2619394048800733
1011	MESH:D010190	27086	1	0.2619112173052429
2599	MESH:D011471	3293	1	0.2618950366054941
757	MESH:D007680	4968	1	0.2618131806122003
3919	MESH:D009217	2271	1	0.2618090434310873
21833	MESH:D001943	54887	0	0.26180226596288425
14440	MESH:D003110	1509	0	0.2617293491171028
2689	MESH:D011471	5329	1	0.2617212415604845
3165	MESH:D013274	6774	1	0.2616944421198845
7153	MESH:D012559	1137	1	0.2616634989747099
3180	MESH:D013274	7517	1	0.2616546676618915
612	MESH:D001932	7157	1	0.2616528748212563
21583	MESH:D001172	952	0	0.26161864590506595
6953	MESH:D001249	1232	1	0.2616053689967169
10291	MESH:D006509	3105	1	0.2615578435398385
4476	MESH:D003424	4295	1	0.2615228494354767
6949	MESH:D001249	1116	1	0.26150611173597543
3489	MESH:D008113	1029	1	0.26146675287917703
7007	MESH:D001249	3566	1	0.2614362079120269
11106	MESH:D002971	5727	1	0.2614307255400449
2754	MESH:D011471	6928	1	0.2613969955643233
3880	MESH:D009373	29947	1	0.2613959999616881
1244	MESH:D010051	6528	1	0.26135214707137155
10043	MESH:D004827	4771	1	0.261339128399087
12214	MESH:D001943	5795	0	0.26132901336387754
11500	MESH:D005923	1285	1	0.2613047428885686
13043	MESH:D008545	5076	0	0.26128947627821986
7707	MESH:D010300	3356	1	0.26117035209748396
8748	MESH:D001528	51752	1	0.26115712845866823
14951	MESH:D004938	2068	0	0.2611302583967798
758	MESH:D007680	5058	1	0.26109683402057265
4012	MESH:D008545	1026	1	0.26108994076989744
4570	MESH:D009103	920	1	0.26101847922130594
2759	MESH:D011471	7039	1	0.2610051821206793
12561	MESH:D012878	5889	0	0.26099911424388783
7667	MESH:D010300	1644	1	0.2609309103683285
830	MESH:D007680	11010	1	0.2609128487795738
2607	MESH:D011471	3489	1	0.2608703488125516
7483	MESH:D000544	3075	1	0.2608636994341429
10008	MESH:D004827	3356	1	0.2608523857755116
5927	MESH:D017202	23410	1	0.2608486297682229
3214	MESH:D013274	11200	1	0.2608120466766429
1185	MESH:D010051	1647	1	0.26076247731216584
10304	MESH:D006509	3558	1	0.2607498788141921
15374	MESH:D010051	3284	0	0.2607200936335229
12883	MESH:D009103	8718	0	0.2606837849738
66	MESH:D019337	920	1	0.26068360851304617
1365	MESH:D001943	898	1	0.26065623685119205
21194	MESH:D012878	51744	0	0.26053105192276205
9111	MESH:D050197	2147	1	0.2604848180700044
15017	MESH:D019337	4072	0	0.26047009983696223
1706	MESH:D001943	8661	1	0.26045172135812344
1062	MESH:D012878	7507	1	0.2604367849305169
4336	MESH:D013736	6794	1	0.2604205655889488
1992	MESH:D005910	8743	1	0.2603813865282893
15060	MESH:D011471	79728	0	0.2603783165153795
17396	MESH:D010051	7010	0	0.26028840318062674
6378	MESH:D002446	5771	1	0.2602852677093349
7363	MESH:D012559	347730	1	0.2601629736261645
2224	MESH:D004938	3880	1	0.2601392465780191
3704	MESH:D012004	7157	1	0.26010995404991005
17638	MESH:D005910	54790	0	0.2600849690283779
1483	MESH:D001943	3091	1	0.2600406282074183
6413	MESH:D008180	718	1	0.26003568454610915
7681	MESH:D010300	2643	1	0.2599460621296301
10387	MESH:D029424	6439	1	0.25994183906813634
6018	MESH:D009765	885	1	0.2598665172647644
2304	MESH:D004938	55294	1	0.25981995036945515
15112	MESH:D007680	5074	0	0.25978793162033753
1807	MESH:D001943	59352	1	0.25973993769988096
3427	MESH:D010524	4914	1	0.25971877574024593
3669	MESH:D006258	5290	1	0.2597064955590607
8141	MESH:D011085	57104	1	0.2596906428651341
1650	MESH:D001943	6774	1	0.2596726443847652
16757	MESH:D009290	1137	0	0.2596341922635659
782	MESH:D007680	6513	1	0.25963377847600083
843	MESH:D007680	53353	1	0.259630716856327
4178	MESH:D008545	6494	1	0.25959347167131136
11507	MESH:D005923	3990	1	0.25951538880993497
3844	MESH:D009373	1761	1	0.2594831454229479
3361	MESH:D001749	7403	1	0.2594745200399997
1482	MESH:D001943	3090	1	0.25945650830147354
2295	MESH:D004938	25816	1	0.25943676022894346
20554	MESH:D007680	6657	0	0.2594194847779887
6067	MESH:D009765	2194	1	0.259395029327231
14057	MESH:D001749	7080	0	0.25939498234010777
6830	MESH:D024821	348	1	0.25935580532618085
12577	MESH:D000544	7087	0	0.2593410472146465
8962	MESH:D000690	5216	1	0.2593401797152481
11943	MESH:D011471	3481	0	0.2593350030831333
15831	MESH:D011471	3481	0	0.2593350030831333
5313	MESH:D001172	3146	1	0.25929928129998064
11317	MESH:D010195	5265	1	0.2592608341239877
18337	MESH:D010051	7517	0	0.2592220481660257
6761	MESH:D014820	60468	1	0.2591678919753734
6469	MESH:D008180	3684	1	0.25910990018353197
6818	MESH:D008268	83872	1	0.25908988183468484
6706	MESH:D008105	6775	1	0.2590457204936776
20516	MESH:D008545	6423	0	0.2590223170399509
1954	MESH:D005910	5291	1	0.2590009839625158
17421	MESH:D010051	10735	0	0.25899158991438265
1174	MESH:D010051	794	1	0.2589478901215013
15749	MESH:D003924	3484	0	0.2587547798383772
288	MESH:D019337	5264	1	0.25875035763618714
9121	MESH:D050197	3162	1	0.2587465774146473
5276	MESH:D001172	1235	1	0.2586858736542929
12664	MESH:D011085	4852	0	0.2586386714697606
18818	MESH:D011085	4852	0	0.2586386714697606
18733	MESH:D003922	7351	0	0.2586198938598508
21287	MESH:D001943	80326	0	0.2586089169386933
948	MESH:D010190	4854	1	0.25850767880139874
6051	MESH:D009765	1803	1	0.2584748478544868
6095	MESH:D009765	2875	1	0.25844161931046555
1939	MESH:D005910	4602	1	0.2583967127672901
713	MESH:D007680	2321	1	0.2583963209253329
11465	MESH:D001471	27086	1	0.2583910979535211
14972	MESH:D011085	7367	0	0.2583717883319229
16090	MESH:D010051	2878	0	0.2583228961486791
1449	MESH:D001943	2274	1	0.2582948581811437
4320	MESH:D008545	728239	1	0.25829389224335386
8226	MESH:D006973	348	1	0.2582828860120777
11272	MESH:D010195	1080	1	0.25827437705636624
21804	MESH:D010051	27324	0	0.2582041225475715
1259	MESH:D010051	7380	1	0.2581263489760845
11325	MESH:D010195	5646	1	0.2581225367601076
7545	MESH:D000544	6572	1	0.258079265937117
6226	MESH:D009765	7021	1	0.25801980940634456
3964	MESH:D019043	947	1	0.25799381562399826
998	MESH:D010190	8829	1	0.2579544046196043
6509	MESH:D008180	7421	1	0.25795254282400354
5756	MESH:D017202	4846	1	0.257951397829379
9839	MESH:D053713	1080	1	0.2579233629560928
9126	MESH:D050197	3383	1	0.2578732664087402
1900	MESH:D005910	2697	1	0.2578517966927864
664	MESH:D007680	238	1	0.2578369653258397
7629	MESH:D006111	3627	1	0.2578226310701966
8421	MESH:D006973	3767	1	0.2577700976885815
19706	MESH:D012559	8604	0	0.2577645404932271
4416	MESH:D001650	7157	1	0.2577522704853755
9131	MESH:D050197	3569	1	0.2577317535118334
1689	MESH:D001943	7517	1	0.25772869234387313
5285	MESH:D001172	1524	1	0.2576998645629464
15143	MESH:D011471	23028	0	0.2576818257929123
3889	MESH:D009373	199713	1	0.2576780609726009
7389	MESH:D008881	4524	1	0.2576780410171014
6942	MESH:D001249	929	1	0.2576394921209957
4063	MESH:D008545	2776	1	0.25762165116337865
10606	MESH:D015433	3075	1	0.2576121697315397
12798	MESH:D001932	6392	0	0.25760591807959105
136	MESH:D019337	2056	1	0.2576015872390913
6478	MESH:D008180	4318	1	0.2575934958568509
2373	MESH:D012468	7153	1	0.257517168991376
1064	MESH:D012878	7517	1	0.2575116210287348
3235	MESH:D013274	51146	1	0.2574089183950209
6974	MESH:D001249	2208	1	0.2574042319621284
4003	MESH:D008545	920	1	0.2573905564343261
11517	MESH:D005923	5054	1	0.2573649007438709
6474	MESH:D008180	4067	1	0.2573436677864119
10855	MESH:D001321	7337	1	0.2573179819606556
5394	MESH:D001172	6401	1	0.2572685253099018
18069	MESH:D011471	7534	0	0.2572254933451676
1671	MESH:D001943	7068	1	0.2572220031505652
13012	MESH:D011471	5741	0	0.2571771502407575
12864	MESH:D011471	5741	0	0.2571771502407575
9942	MESH:D004827	1565	1	0.2571360896227877
21013	MESH:D011471	4893	0	0.2571315965631254
1752	MESH:D001943	11009	1	0.25711843597456635
954	MESH:D010190	5293	1	0.2571015914302733
7161	MESH:D012559	1610	1	0.2570944102084121
4004	MESH:D008545	925	1	0.2570430627608889
686	MESH:D007680	947	1	0.25702377845429336
18533	MESH:D009765	54901	0	0.2569873826587036
8692	MESH:D012595	1636	1	0.2569767128150009
8655	MESH:D006973	56729	1	0.2569655406696831
8710	MESH:D012595	6347	1	0.256960191410022
18729	MESH:D019337	3115	0	0.2569348967340317
42	MESH:D019337	648	1	0.2569307377670161
5355	MESH:D001172	4318	1	0.2569221378149475
15253	MESH:D006973	255738	0	0.25687173241499905
7535	MESH:D000544	5653	1	0.25683061141667546
11767	MESH:D000740	54658	1	0.2567493250268229
4170	MESH:D008545	5909	1	0.256718512238466
10374	MESH:D029424	4321	1	0.25664838657114364
8598	MESH:D006973	8654	1	0.25663414102264026
17242	MESH:D008113	3159	0	0.2566229499043847
10560	MESH:D007676	57817	1	0.2566017720576013
6940	MESH:D001249	920	1	0.25659409765172025
4326	MESH:D013736	2067	1	0.2565841153303578
13483	MESH:D007680	58508	0	0.2565306598392648
6426	MESH:D008180	1038	1	0.25648546157730384
7446	MESH:D000544	1139	1	0.2564555726412814
1213	MESH:D010051	4288	1	0.256443579613485
4347	MESH:D005706	596	1	0.2564424542304087
3508	MESH:D008113	2705	1	0.2564320897015414
10910	MESH:D001321	54806	1	0.25641719799065665
3121	MESH:D013274	5328	1	0.25640255359543795
10258	MESH:D004827	163175	1	0.2563702616378757
18648	MESH:D001943	4157	0	0.2563606301163017
5277	MESH:D001172	1280	1	0.2563242493173009
